Model ID,Sum,NaTa_t.soma.gNaTa_tbar,Nap_Et2.soma.gNap_Et2bar,K_Pst.soma.gK_Pstbar,K_Tst.soma.gK_Tstbar,SK_E2.soma.gSK_E2bar,SKv3_1.soma.gSKv3_1bar,Ca_HVA.soma.gCa_HVAbar,Ca_LVAst.soma.gCa_LVAstbar,CaDynamics_E2.soma.gamma,CaDynamics_E2.soma.decay,none.soma.g_pas,none.axon.g_pas,none.dend.g_pas,none.apic.g_pas,Im.apic.gImbar,NaTa_t.apic.gNaTa_tbar,SKv3_1.apic.gSKv3_1bar,Ca_HVA.apic.gCa_HVAbar,Ca_LVAst.apic.gCa_LVAstbar,SK_E2.apic.gSK_E2bar,CaDynamics_E2.apic.gamma,CaDynamics_E2.apic.decay
984,7.61,2.33,6.12E-03,0.0218,0.0527,0.0688,0.972,0.00025,0.00654,0.000634,539,0.000034,0.000033,0.0000699,0.0000366,0.000142,0.0215,0.00000109,0.00124,0,0.00157,5.00E-04,5.11E+01
227,7.62,2.41,0.00594,0.0206,0.0698,0.0655,0.947,0.000296,0.00656,0.000658,429,0.000035,0.0000311,0.0000713,0.0000358,0.000133,0.0213,7.88E-08,0.00121,0,0.00153,5.00E-04,5.58E+01
526,7.62,2.17,0.000322,0.0309,0.0622,0.0503,0.389,0.000522,0.000751,0.000575,581,0.0000403,0.0000364,0.0000923,0.0000644,0.000286,0.0217,0.000283,0.000857,0.0251,0.000304,5.00E-04,1.46E+02
197,7.62,2.33,0.00612,0.0218,0.0527,0.069,0.972,0.00025,0.00654,0.000634,540,0.000034,0.000033,0.0000699,0.0000366,0.000142,0.0215,0,0.00124,0,0.00157,5.00E-04,5.11E+01
690,7.62,2.33,0.00612,0.0218,0.0527,0.0688,0.972,0.00025,0.00654,0.000634,539,0.000034,0.000033,0.0000699,0.0000366,0.000142,0.0215,3.21E-08,0.00124,0,0.00157,5.00E-04,5.11E+01
342,7.62,2.33,0.00612,0.0218,0.0527,0.0688,0.972,0.00025,0.00654,0.000634,539,0.000034,0.000033,0.0000699,0.0000366,0.000142,0.0215,0,0.00124,0,0.00157,5.00E-04,5.11E+01
572,7.62,2.33,0.00612,0.0218,0.0527,0.069,0.972,0.00025,0.00654,0.000634,540,0.000034,0.000033,0.0000699,0.0000366,0.000142,0.0215,0,0.00124,0.0000459,0.00157,5.00E-04,5.11E+01
897,7.63,2.41,0.00594,0.0206,0.0698,0.0655,0.947,0.000296,0.00656,0.000658,429,0.000035,0.0000311,0.0000713,0.0000358,0.000133,0.0213,7.88E-08,0.00121,0,0.00153,5.00E-04,5.58E+01
687,7.63,2.32,0.00438,0.0339,0.0605,0.0568,0.785,0.000121,0.00824,0.000706,77,0.0000353,0.0000297,0.0000575,0.0000327,0.000205,0.0204,0,0.00113,0.013,0.00142,5.00E-04,6.03E+01
946,7.63,2.35,0.000218,1.07E-02,0.0785,0.0455,0.547,0.000299,0.00456,0.00072,804,0.000036,0.0000422,0.0000747,0.0000595,0.0001,0.0215,0.000285,0.000446,0.0438,0.00018,2.78E-03,1.52E+02
405,7.64,2.47,0.00594,0.0132,0.0776,0.0625,1.07,0.000326,0.00348,0.00066,345,0.000031,0.0000292,0.0000728,0.0000353,0.000142,0.0217,0,0.00126,0.00037,0.00187,5.12E-04,7.23E+01
732,7.65,2.46,0.00582,0.0135,0.0781,0.0607,1.04,0.000274,0.0064,0.000648,438,0.0000316,0.0000289,0.0000726,0.0000371,1.43E-04,0.0216,0,0.00124,0,0.00185,5.00E-04,9.07E+01
40,7.65,2.31,0.000431,0.0109,0.0816,0.043,0.5,0.000293,0.0069,0.000593,800,0.0000374,0.0000422,0.0000821,0.0000605,0.0000769,0.0207,0.000889,0.000394,0.0294,0.000154,6.03E-04,1.28E+02
736,7.65,2.31,0.000431,0.0109,0.0816,0.043,0.5,0.000293,0.0069,0.000593,800,0.0000374,0.0000422,0.0000821,0.0000605,0.0000769,0.0207,0.000889,0.000394,0.0294,0.000155,6.03E-04,1.28E+02
811,7.65,2.34,0.00109,0.00916,0.084,0.0373,0.559,0.000302,0.00577,0.00059,764,0.0000343,0.0000403,0.0000802,0.0000666,0.000114,0.0213,0.000836,0.000467,0.0335,0.000135,1.48E-03,1.55E+02
162,7.65,2.32,0.00439,0.0338,0.0605,0.0568,0.785,0.000121,0.00827,0.000706,75.9,0.0000353,0.0000297,0.0000575,0.0000328,0.000205,0.0204,0,0.00113,0.0123,0.00142,5.00E-04,6.03E+01
100,7.65,2.39,0.000665,0.00206,0.0673,0.0508,0.631,0.000338,0.00316,0.000629,941,0.0000387,0.0000427,0.0000836,0.0000527,0.0000853,0.0221,0.000195,0.000728,0.00701,0.00114,6.45E-04,9.93E+01
857,7.66,2.42,0.00612,0.0203,0.0796,0.0586,1.02,0.000288,0.0061,0.000659,436,0.000032,0.0000293,0.0000704,0.0000366,0.000143,0.0219,0,0.00125,0,0.002,5.00E-04,7.94E+01
70,7.66,2.22,0.000327,0.0309,0.0632,0.0503,0.389,0.000522,0.000791,0.00058,581,0.0000393,0.0000352,0.0000903,0.0000617,0.000252,0.0214,0.000284,0.00081,0.0251,0.000415,5.00E-04,1.43E+02
835,7.66,2.47,0.00594,1.30E-02,0.0776,0.0625,1.07,0.000326,0.00348,0.00066,345,0.000031,0.0000292,0.0000729,0.0000353,0.000142,0.0217,0.00000106,0.00126,0.000373,0.00187,5.00E-04,7.23E+01
658,7.67,2.32,0.00439,0.0338,0.0605,0.0568,0.785,0.000121,0.00826,0.000706,75.9,0.0000353,0.0000297,0.0000575,0.0000328,0.000205,0.0204,0.000000432,0.00113,0.0123,0.00142,5.00E-04,6.03E+01
41,7.67,2.36,0,1.07E-02,0.0811,0.0459,0.56,0.000314,0.00503,0.000591,647,0.0000355,0.0000422,0.0000709,0.0000582,0.0000913,0.0216,0.000284,0.000427,0.038,0.000297,9.87E-04,1.55E+02
360,7.67,2.18,0.000123,0.015,0.0665,0.0477,0.43,0.000437,0.00239,0.000659,919,0.00002,0.0000436,0.0000865,0.0000469,0.0000961,0.0208,0.000668,0.00000574,0.0488,0.000623,7.38E-04,6.46E+01
542,7.67,2.47,0.00594,0.013,0.0776,0.0625,1.07,0.000326,0.00348,0.00066,345,0.000031,0.0000292,0.0000728,0.0000353,1.42E-04,0.0217,0,0.00126,0.00037,0.00187,5.00E-04,7.23E+01
37,7.67,2.47,0.00594,1.30E-02,0.0776,0.0625,1.07,0.000313,0.00351,0.00066,345,0.0000309,0.0000292,0.0000727,0.0000353,0.000142,0.0217,0,0.00126,0.000371,0.00187,5.00E-04,7.23E+01
813,7.68,2.43,0.006,0.0135,0.0794,0.0607,1.11,0.000311,0.00637,0.00066,435,0.0000325,0.0000291,0.0000723,0.0000359,1.44E-04,0.0222,5.54E-08,0.00126,0.0000137,0.00198,5.02E-04,7.75E+01
113,7.68,2.42,0.00609,0.0203,0.0791,0.0584,0.995,0.000288,0.00613,0.00066,438,0.0000319,0.0000296,0.0000697,0.0000366,0.000144,0.0219,0,0.00125,0,0.002,5.00E-04,7.88E+01
981,7.68,2.32,0.00438,0.0339,0.0605,0.0568,0.785,0.000121,0.00824,0.000712,77,0.0000353,0.0000297,0.0000575,0.0000327,0.000205,0.0204,0,0.00113,0.013,0.00142,5.00E-04,6.03E+01
734,7.68,2.47,5.94E-03,0.013,0.0776,0.0625,1.07,0.000313,0.00351,0.00066,345,0.0000309,0.0000292,0.0000727,0.0000353,0.000142,0.0217,0,0.00126,0.000371,0.00187,5.00E-04,7.23E+01
304,7.69,2.32,0.00439,3.38E-02,0.0605,0.0568,0.785,0.000121,0.00826,0.000706,75.9,0.0000353,0.0000297,0.0000575,0.0000328,0.000205,0.0204,0,0.00113,0.0123,0.00142,5.00E-04,6.03E+01
338,7.69,2.32,0.00438,0.0339,0.0605,0.0568,0.785,0.000121,0.00824,0.000706,77,0.0000353,0.0000297,0.0000575,0.0000327,0.000205,0.0204,0,0.00113,0.013,0.00142,5.00E-04,6.03E+01
347,7.69,2.33,0.00954,0.0282,0.0341,0.021,1.27,0.000592,0.00681,0.000584,943,0.0000346,0.000034,0.0000582,0.0000304,0.00000645,0.0219,0.0000613,0.000221,0.0408,0.00131,6.56E-04,1.72E+02
986,7.69,2.33,0.00954,0.0282,0.0341,0.021,1.27,0.000592,0.00681,0.000584,943,0.0000346,0.000034,0.0000582,0.0000304,0.00000645,0.0219,0.0000613,0.000221,0.0408,0.00131,6.56E-04,1.72E+02
399,7.69,2.32,0.000424,0.00907,0.1,0.0449,0.523,0.000295,0.00569,0.000584,779,0.0000357,0.000042,0.0000788,0.0000573,0.0000863,0.0216,0.000842,0.000383,0.0223,0.000187,1.31E-03,1.53E+02
4,7.69,2.48,0.00621,0.0204,0.0791,0.0576,1.02,0.000287,0.00628,0.000656,438,0.0000319,0.0000292,0.0000702,0.0000367,0.000144,0.0212,0,0.00128,0,0.002,5.00E-04,7.27E+01
43,7.70,2.42,0.00609,2.04E-02,0.0791,0.0584,1.02,0.000288,0.00613,0.00066,438,0.0000319,0.0000292,0.0000697,0.0000366,0.000144,0.0219,0,0.00125,0,0.002,5.00E-04,7.74E+01
115,7.70,2.46,6.00E-03,0.0135,0.0769,0.0605,1.03,0.000293,0.0066,0.00066,459,0.000033,0.0000292,0.0000712,0.0000356,0.000144,0.0211,0,0.00128,0,0.00202,5.00E-04,6.82E+01
5,7.71,2.35,0.000218,1.08E-02,0.0795,0.046,0.547,0.000276,0.00457,0.000591,810,0.0000364,0.0000427,0.0000744,0.0000606,0.0000933,0.0216,0.000298,0.000405,0.0408,0.000181,2.86E-03,1.52E+02
130,7.72,2.43,0.006,0.0135,0.0794,0.0607,1.11,0.000311,0.00637,0.00066,435,0.0000325,0.0000291,0.0000723,0.0000359,1.44E-04,0.0222,0,0.00126,0,0.00198,5.00E-04,7.75E+01
516,7.72,2.43,0.006,1.35E-02,0.0794,0.0607,1.11,0.000311,0.00637,0.00066,435,0.0000325,0.0000291,0.0000723,0.0000359,0.000144,0.0222,0,0.00126,0,0.00198,5.00E-04,7.75E+01
728,7.72,2.13,0.000133,0.0249,0.0649,0.0289,0.399,0.000708,0.000772,0.000668,921,0.0000218,0.0000359,0.0000867,0.0000405,0.0000707,0.0201,1.14E-05,0.0000666,0.0338,0.000444,5.57E-04,3.67E+01
838,7.73,2.32,4.39E-03,0.0338,0.0605,0.0568,0.785,0.000121,0.00827,0.000706,75.9,0.0000353,0.0000297,0.0000575,0.0000328,0.000205,0.0204,0,0.00113,0.0123,0.00142,5.00E-04,6.03E+01
86,7.74,2.46,0.00624,0.00544,0.0782,0.0605,1.04,0.000297,0.00647,0.00066,426,0.0000324,0.0000291,0.0000708,0.000036,0.000137,0.0211,0,0.00127,0,0.00184,5.00E-04,6.88E+01
2,7.74,2.45,0.00601,2.04E-02,0.0791,0.0576,1.02,0.000288,0.00613,0.00066,438,0.0000319,0.0000292,0.0000702,0.0000367,0.000144,0.0215,0,0.00128,0,0.002,5.00E-04,7.27E+01
295,7.74,2.35,0.000218,0.0107,0.0785,0.0455,0.547,0.0003,0.00457,0.000591,810,0.000036,0.0000422,0.0000747,0.0000597,0.0001,0.0214,0.000285,0.000446,0.043,0.000206,2.81E-03,1.52E+02
509,7.74,2.46,0.00624,0.00544,0.0782,0.0605,1.04,0.000297,0.00647,0.00066,426,0.0000324,0.0000291,0.0000708,0.000036,1.37E-04,0.0211,0,0.00127,0.00000128,0.00184,5.00E-04,6.87E+01
776,7.74,2.46,0.00624,0.00544,0.0782,0.0605,1.04,0.000297,0.00647,0.00066,426,0.0000324,0.0000291,0.0000708,0.000036,0.000137,0.0211,0,0.00127,0,0.00184,5.00E-04,6.88E+01
836,7.75,2.47,0.00644,0.0165,0.0806,0.0602,1.05,0.000294,0.00649,0.00066,436,0.0000341,0.0000284,0.0000697,0.0000363,0.000141,0.0212,0,0.00128,0.000888,0.002,5.00E-04,7.37E+01
139,7.75,2.17,0.000322,0.0309,0.0622,0.0503,0.389,0.000522,0.000751,0.000573,581,0.0000403,0.0000364,0.0000923,0.0000644,0.000286,0.0217,0.000283,0.000857,0.0251,0.000304,5.00E-04,1.46E+02
265,7.75,2.46,0.00599,0.013,0.0794,0.0627,1.05,0.000331,0.004,0.000657,353,0.0000308,0.0000297,0.0000725,0.0000354,0.000143,0.0217,0,0.00124,0.000593,0.00192,5.00E-04,8.94E+01
16,7.75,2.28,0.000279,0.00912,0.1,0.0438,0.514,0.000291,0.00625,0.000589,835,0.0000358,0.0000431,0.0000811,0.0000599,8.02E-05,0.0209,0.000678,0.000433,0.026,0.000147,1.31E-03,1.35E+02
717,7.75,2.28,0.000279,0.00912,0.1,0.0438,0.514,0.000291,0.00625,0.000589,835,0.0000358,0.0000431,0.0000811,0.0000599,8.02E-05,0.0209,0.000678,0.000433,0.026,0.000147,1.31E-03,1.35E+02
987,7.75,2.44,0.00604,0.0135,0.0794,0.0607,1.11,0.000313,0.00633,0.000661,435,0.0000325,0.0000291,0.0000729,0.000036,0.000145,0.0221,0,0.00128,0,0.00198,5.00E-04,7.64E+01
772,7.76,2.35,0.000214,0.0108,0.0794,0.0456,0.547,0.0003,0.00457,0.000591,809,0.0000351,0.000043,0.0000744,0.0000605,0.0001,0.0217,0.000298,0.00045,0.0408,0.00018,2.86E-03,1.52E+02
414,7.76,2.34,0.00109,0.00916,0.0839,0.0373,0.559,0.000302,0.00576,0.00059,764,0.0000343,0.0000403,0.0000802,0.0000666,0.000115,0.0213,0.000835,0.000466,0.0335,0.000145,1.48E-03,1.55E+02
64,7.76,2.24,0.000328,0.0301,0.0609,0.0507,0.418,0.000584,0.000953,0.000578,579,0.00004,0.0000357,0.0000919,0.0000633,0.00027,0.0214,0.00032,0.000857,0.0358,0.00032,5.90E-04,1.60E+02
328,7.76,2.36,0,0.0107,0.0811,0.046,0.56,0.000315,0.00503,0.000591,647,0.0000355,0.0000422,0.0000708,0.0000582,9.27E-05,0.0216,0.000284,0.000427,0.038,0.000297,9.87E-04,1.54E+02
684,7.76,2.23,0.000368,0.0386,0.0614,0.0497,0.388,0.000517,0.000984,0.00058,586,0.0000402,0.0000356,0.0000921,0.0000612,0.000265,0.0213,0.000284,0.000857,0.0251,0.000315,5.03E-04,1.45E+02
757,7.77,2.24,3.28E-04,0.0301,0.0609,0.0507,0.418,0.000584,0.000953,0.000578,579,0.00004,0.0000357,0.0000919,0.0000633,0.00027,0.0214,0.00032,0.000857,0.0358,0.00032,5.90E-04,1.60E+02
467,7.77,2.23,0.000368,0.0385,0.0614,0.0497,0.388,0.000517,0.000987,0.00058,586,0.0000402,0.0000356,0.0000921,0.0000612,2.65E-04,0.0213,0.000297,0.000857,0.0251,0.000315,5.04E-04,1.45E+02
435,7.77,2.28,2.79E-04,0.00912,0.1,0.0438,0.514,0.000291,0.00625,0.000589,835,0.0000358,0.0000431,0.0000811,0.0000599,0.0000801,0.0209,0.000678,0.000434,0.026,0.000147,1.35E-03,1.35E+02
799,7.78,2.42,0.00609,2.03E-02,0.0791,0.0584,0.995,0.000288,0.00613,0.00066,438,0.0000319,0.0000296,0.0000697,0.0000366,0.000144,0.0219,0.0000018,0.00125,0,0.002,5.00E-04,7.88E+01
383,7.78,2.42,0.00612,0.0203,0.0796,0.0585,1.02,0.000289,0.0061,0.000661,437,0.000032,0.0000293,0.0000704,0.0000366,0.000143,0.0219,0,0.00125,0,0.002,5.00E-04,7.94E+01
333,7.78,2.46,0.00575,1.57E-02,0.0867,0.0546,0.935,0.000291,0.00647,0.000632,469,0.0000331,0.0000264,0.0000764,0.0000333,0.000156,0.0207,0.00000871,0.00128,0.00222,0.00165,5.00E-04,5.53E+01
977,7.78,2.46,0.00575,0.0157,0.0867,0.0546,0.935,0.000291,0.00647,0.000632,469,0.0000331,0.0000264,0.0000764,0.0000333,0.000156,0.0207,0.00000871,0.00128,0.00222,0.00165,5.00E-04,5.53E+01
486,7.78,2.36,0,1.07E-02,0.0811,0.0459,0.56,0.000314,0.00503,0.000591,647,0.0000355,0.0000422,0.0000709,0.0000582,0.0000913,0.0216,0.000284,0.000428,0.038,0.000297,9.87E-04,1.55E+02
369,7.78,2.44,0.006,0.0139,0.0774,0.0607,1.11,0.000314,0.00638,0.000659,435,0.0000325,0.0000291,0.0000726,0.000036,0.000144,0.0221,0.0000018,0.00128,0,0.00198,5.00E-04,7.73E+01
346,7.78,2.5,0.00605,0.0132,0.079,0.0605,1.03,0.000293,0.00643,0.00066,435,0.0000334,0.0000292,0.0000734,0.0000357,0.000133,0.0211,0,0.00127,0.00000035,0.002,5.00E-04,7.27E+01
319,7.78,2.33,0.0095,0.0267,0.031,0.0222,1.28,0.000602,0.00661,0.000584,942,0.0000353,0.0000334,0.0000582,0.0000304,0.00000829,0.0217,0.0000612,0.000225,0.0408,0.00133,5.54E-04,1.72E+02
502,7.79,2.5,6.05E-03,0.0132,0.079,0.0605,1.03,0.000293,0.00643,0.000666,435,0.0000334,0.0000292,0.0000734,0.0000357,0.000133,0.0211,0.000000553,0.00127,0.00000035,0.002,5.00E-04,7.27E+01
693,7.79,2.5,0.00605,0.0132,0.079,0.0605,1.03,0.000293,0.00643,0.00066,435,0.0000334,0.0000292,0.0000734,0.0000357,0.000133,0.0211,0,0.00127,0.00000814,0.002,5.00E-04,7.28E+01
582,7.79,2.36,0.000199,9.82E-03,0.0826,0.0439,0.559,0.00034,0.0043,0.000659,813,0.0000362,0.0000414,0.0000745,0.0000607,0.000104,0.0213,0.000287,0.000512,0.0448,0.000232,2.99E-03,1.52E+02
698,7.79,2.42,0.00612,0.0203,0.0796,0.0586,1.01,0.000288,0.0061,0.000664,436,0.000032,0.0000293,0.0000703,0.0000366,0.000143,0.0219,0,0.00125,0.000153,0.002,5.02E-04,7.94E+01
671,7.80,2.33,0.0095,0.0267,0.031,0.0222,1.28,0.000602,0.00661,0.000584,942,0.0000353,0.0000334,0.0000582,0.0000304,8.29E-06,0.0217,0.0000612,0.000225,0.0408,0.00133,5.54E-04,1.72E+02
922,7.80,2.47,0.00575,0.0157,0.0867,0.0547,0.935,0.000291,0.00647,0.000632,469,0.0000331,0.0000264,0.0000764,0.0000333,1.56E-04,0.0207,0,0.00128,0.00222,0.00165,5.00E-04,5.54E+01
314,7.80,2.32,0.000424,0.00907,0.0999,0.0449,0.522,0.000298,0.00567,0.000585,779,0.0000357,0.000042,0.0000788,0.0000573,0.0000863,0.0216,0.000842,0.000379,0.0223,0.000179,1.31E-03,1.53E+02
538,7.80,2.42,0.00609,0.0203,0.0793,0.0586,1.02,0.000288,0.00613,0.00066,438,0.000032,0.0000292,0.0000697,0.0000366,0.000144,0.0219,0,0.00125,0,0.002,5.00E-04,7.84E+01
879,7.80,2.36,0.000199,0.00982,0.0826,0.0439,0.559,0.00034,0.0043,0.000655,813,0.0000362,0.0000414,0.0000745,0.0000607,0.000104,0.0213,0.00028,0.000512,0.0448,0.00023,2.99E-03,1.52E+02
566,7.80,2.48,0.00583,1.38E-02,0.0776,0.0633,1.07,0.000305,0.00351,0.00066,345,0.0000309,0.0000291,0.000075,0.0000362,0.000131,0.0218,0,0.00125,0.0000109,0.00187,5.09E-04,7.24E+01
183,7.81,2.42,0.00612,0.0203,0.0796,0.0586,1.02,0.000288,0.0061,0.000659,436,0.000032,0.0000293,0.0000704,0.0000366,1.43E-04,0.0219,0,0.00125,0,0.002,5.00E-04,7.94E+01
460,7.81,2.47,0.00575,0.0157,0.0867,0.0547,0.935,0.000291,0.00647,0.000632,469,0.0000331,0.0000264,0.0000764,0.0000333,1.56E-04,0.0207,0,0.00128,0.00222,0.00165,5.00E-04,5.54E+01
496,7.81,2.47,0.00575,0.0157,0.0867,0.0547,0.935,0.000291,0.00647,0.000632,469,0.0000331,0.0000264,0.0000764,0.0000333,0.000156,0.0207,0,0.00128,0.00222,0.00165,5.00E-04,5.54E+01
451,7.81,2.44,0.006,0.0135,0.0794,0.0607,1.11,0.000313,0.00633,0.00066,435,0.0000325,0.0000291,0.0000729,0.000036,0.000144,0.0221,0,0.00128,0.00000569,0.00198,5.00E-04,7.65E+01
260,7.81,2.47,0.00575,0.0157,0.0867,0.0547,0.935,0.000291,0.00647,0.000632,469,0.0000331,0.0000264,0.0000764,0.0000333,1.56E-04,0.0207,0,0.00128,0.00222,0.00165,5.00E-04,5.54E+01
737,7.81,2.36,0,0.0107,0.0811,0.0459,0.56,0.000314,0.00503,0.000591,647,0.0000355,0.0000422,0.0000709,0.0000582,0.0000913,0.0216,0.000284,0.000427,0.038,0.000297,9.87E-04,1.55E+02
940,7.81,2.44,0.006,0.0135,0.0774,0.0607,1.11,0.000314,0.00638,0.000659,435,0.0000325,0.0000291,0.0000726,0.0000359,0.000144,0.0221,0,0.00128,0,0.00198,5.00E-04,7.73E+01
625,7.81,2.47,0.00575,0.0157,0.0867,0.0547,0.935,0.000291,0.00647,0.000632,469,0.0000331,0.0000264,0.0000764,0.0000333,0.000156,0.0207,0,0.00128,0.00222,0.00165,5.00E-04,5.54E+01
194,7.82,2.47,0.00575,0.0157,0.0874,0.0547,0.935,0.000291,0.00646,0.000632,469,0.0000331,0.0000264,0.0000764,0.0000333,0.000156,0.0207,0,0.00128,0.00222,0.00165,5.00E-04,5.54E+01
505,7.82,2.46,0.006,1.29E-02,0.0799,0.06,1.05,0.000293,0.00658,0.00067,438,0.000032,0.0000293,0.0000681,0.0000361,0.000144,0.0213,0,0.00128,0,0.00205,5.00E-04,7.03E+01
285,7.82,2.44,0.006,0.0135,0.0774,0.0607,1.11,0.000314,0.00638,0.000659,435,0.0000325,0.0000291,0.0000726,0.0000359,0.000144,0.0221,0,0.00128,0,0.00198,5.00E-04,7.73E+01
644,7.82,2.44,0.006,0.0135,0.0774,0.0607,1.11,0.000314,0.00638,0.000659,436,0.0000325,0.0000291,0.0000726,0.0000359,1.44E-04,0.0221,0.000000614,0.00128,0.0000148,0.00198,5.00E-04,7.73E+01
186,7.82,2.48,0.00583,0.0138,0.0776,0.0633,1.07,0.000305,0.00351,0.00066,345,0.0000309,0.0000291,0.000075,0.0000362,0.000131,0.0218,0,0.00125,0,0.00187,5.00E-04,7.24E+01
860,7.82,2.48,5.83E-03,0.0138,0.0776,0.0633,1.07,0.000305,0.00351,0.00066,345,0.0000309,0.0000291,0.000075,0.0000362,0.000131,0.0218,0,0.00125,0,0.00187,5.00E-04,7.24E+01
147,7.83,2.44,0.006,0.0135,0.0794,0.0607,1.11,0.000313,0.00633,0.00066,435,0.0000325,0.0000291,0.0000729,0.000036,1.44E-04,0.0221,0,0.00128,0,0.00198,5.00E-04,7.64E+01
832,7.83,2.42,0.00609,0.0203,0.0793,0.0586,1.02,0.000288,0.00613,0.00066,438,0.000032,0.0000292,0.0000697,0.0000366,0.000144,0.0219,0,0.00125,0,0.002,5.00E-04,7.84E+01
763,7.83,2.22,0.000327,0.0309,0.0632,0.0503,0.389,0.000522,0.000791,0.00058,581,0.0000393,0.0000352,0.0000903,0.0000617,0.000252,0.0214,0.000284,0.00081,0.0251,0.000415,5.00E-04,1.43E+02
469,7.83,2.33,0.00951,0.0267,0.0305,0.0204,1.28,0.000601,0.00674,0.000584,927,0.0000353,0.0000334,0.0000581,0.0000304,0.00000828,0.0218,0.0000613,0.000225,0.0408,0.00131,5.58E-04,1.72E+02
93,7.83,2.33,0.00951,0.0267,0.0305,0.0204,1.28,0.000601,0.00674,0.000583,927,0.0000353,0.0000334,0.0000582,0.0000303,0.00000828,0.0218,0.0000613,0.000225,0.0408,0.00131,5.54E-04,1.72E+02
203,7.83,2.44,0.006,0.0135,0.0774,0.0607,1.11,0.000315,0.00638,0.00066,435,0.0000325,0.0000291,0.0000726,0.0000359,0.000144,0.0221,0,0.00128,0,0.00198,5.00E-04,7.73E+01
874,7.83,2.44,0.006,1.35E-02,0.0774,0.0607,1.11,0.000315,0.00638,0.00066,435,0.0000325,0.0000291,0.0000726,0.0000359,0.000144,0.0221,0,0.00128,0,0.00198,5.00E-04,7.73E+01
164,7.83,2.44,0.006,1.35E-02,0.0774,0.0607,1.11,0.000315,0.00638,0.00066,435,0.0000325,0.0000291,0.0000726,0.000036,0.000144,0.0221,0,0.00128,0,0.00198,5.00E-04,7.73E+01
434,7.84,2.34,0.00954,0.0267,0.0305,0.0245,1.28,0.000636,0.00686,0.000585,896,0.0000348,0.0000331,0.0000591,0.0000303,0.00000515,0.022,0.0000694,0.000225,0.0408,0.00116,5.55E-04,1.70E+02
209,7.84,2.36,0.000199,9.82E-03,0.0826,0.0439,0.559,0.00034,0.0043,0.000655,813,0.0000362,0.0000414,0.0000745,0.0000607,0.000104,0.0213,0.00028,0.000512,0.0448,0.00023,2.99E-03,1.52E+02
714,7.84,2.34,0.00954,2.67E-02,0.0305,0.0245,1.28,0.000636,0.00686,0.000585,896,0.0000348,0.0000331,0.0000591,0.0000303,0.00000515,0.022,0.0000694,0.000225,0.0408,0.00116,5.55E-04,1.70E+02
193,7.84,2.47,6.51E-03,0.0164,0.0805,0.0602,1.05,0.000294,0.00649,0.00066,436,0.0000341,0.0000287,0.0000697,0.0000363,0.000141,0.0212,0,0.00128,0.000868,0.002,5.00E-04,7.37E+01
13,7.85,2.34,0.00954,0.0267,0.0305,0.0245,1.28,0.000636,0.00686,0.000585,896,0.0000348,0.0000331,0.0000591,0.0000303,5.15E-06,0.022,0.0000694,0.000225,0.0408,0.00116,5.55E-04,1.70E+02
819,7.85,2.17,0.000322,0.0309,0.0622,0.0503,0.389,0.000522,0.000752,0.000573,581,0.0000403,0.0000364,0.0000923,0.0000644,0.000286,0.0217,0.000283,0.000857,0.0251,0.000304,5.01E-04,1.46E+02
308,7.85,2.33,0.00954,0.0282,0.0341,0.0209,1.27,0.000593,0.00681,0.000584,943,0.0000346,0.000034,0.0000582,0.0000304,6.45E-06,0.0219,0.0000613,0.000221,0.0408,0.00131,5.54E-04,1.72E+02
576,7.85,2.44,0.006,0.0135,0.0774,0.0607,1.11,0.000315,0.00638,0.00066,435,0.0000325,0.0000291,0.0000726,0.0000359,0.000144,0.0221,0,0.00128,0,0.00198,5.00E-04,7.73E+01
789,7.85,2.39,0.000665,0.00206,0.0673,0.0508,0.631,0.000338,0.00316,0.000629,941,0.0000387,0.0000427,0.0000836,0.0000527,0.0000853,0.0221,0.000195,0.000728,0.00701,0.00114,6.45E-04,9.93E+01
376,7.85,2.36,0.000199,9.81E-03,0.0826,0.0439,0.559,0.00034,0.0043,0.000655,813,0.0000362,0.0000414,0.0000745,0.0000607,1.04E-04,0.0213,0.000302,0.000512,0.0449,0.00023,2.99E-03,1.52E+02
839,7.85,2.44,0.006,0.0135,0.0774,0.0607,1.11,0.000315,0.00638,0.00066,436,0.0000325,0.0000291,0.0000726,0.000036,0.000144,0.0221,0.00000293,0.00128,0,0.00198,5.01E-04,7.73E+01
961,7.86,2.33,0.00954,2.82E-02,0.0341,0.0209,1.27,0.000593,0.00681,0.000584,943,0.0000346,0.000034,0.0000582,0.0000304,0.00000645,0.0219,0.0000613,0.000221,0.0408,0.00131,5.54E-04,1.72E+02
661,7.86,2.33,0.00954,0.0282,0.0341,0.0209,1.27,0.000593,0.00681,0.000584,942,0.0000346,0.000034,0.0000582,0.0000304,6.45E-06,0.0219,0.0000613,0.000221,0.0408,0.00131,5.54E-04,1.72E+02
989,7.86,2.42,0.00612,0.0203,0.0796,0.0586,1.01,0.000288,0.0061,0.000659,436,0.000032,0.0000293,0.0000703,0.0000366,1.43E-04,0.0219,0,0.00125,0.000128,0.002,5.02E-04,7.94E+01
958,7.86,2.32,0.00439,0.0338,0.0605,0.0568,0.785,0.000121,0.00826,0.000706,75.9,0.0000353,0.0000297,0.0000575,0.0000328,0.000205,0.0204,0,0.00113,0.0123,0.00142,5.00E-04,6.03E+01
